,CrashSeverity,NumberOfUnits,UnitInError,CrashDateTime,Latitude,Longitude,LocationRouteType,LocationRouteNumber,LocationPrefix,LocationRoadName,LocationRoadType,MannerOfCollision,Weather,LightCondition,Narrative,CrashReportedDateTime,DispatchedDateTime,ArrivedDateTime,RoadCondition,TotalInjured,TotalKilled,AnimalRelated,AlcoholRelated,SpeedRelated,TeenRelated
50,Property Damage Only,2,1,7/10/2020 11:10,40.061335,-82.429681,,,North,21st,Street,Rear-end,Clear,Daylight,On 07/10/2020 officers were dispatched to the area of N 21st St @ Walker St references a traffic accident. Upon officers arrival; Unit 01 and Unit 02 were observed facing NB on N 21st St just south of Walker St. Upon investigating; Unit 01 rear ended Unit 02 failing to maintain Assured Cleared Distance Ahead (ACDA). Unit 01 was unit at fault; no reported injuries at this time; property dmage only. Driver of Unit 01 failed to provide proof of insirance at this time.,7/10/2020 11:10,7/10/2020 11:11,7/10/2020 11:30,Dry,0,0,False,False,False,True
51,Injury Possible,2,1,7/10/2020 16:26,40.056089,-82.409098,,,West,Main,Street,Sideswipe; same direction,Rain,Daylight,On the listed date and time; I responded to a non-injury accident at the intersection of W. Main St. and S. 6th St. involving two units. Both units were traveling westbound on W. Main St. Unit #1 was in the turning lane to go southbound on S. 6th St. when it merged right into unit #2. The driver of unit #1 admitted to bing at fault by changing lanes improperly. There was very minor damage to unit #1. Unit #2 had minor damage and a flat tire. The driver of unit #2 stated she may have an injury to her right shoulder but denied medical attention on scene. Respectfully submitted; Officer Brandon M. Shepherd #3267,7/10/2020 16:26,7/10/2020 16:27,7/10/2020 16:32,Wet,0,0,False,False,False,False
52,Injury Possible,2,1,7/11/2020 17:01,40.078435,-82.428279,,,North,21st,Street,Angle,Clear,Daylight,On the listed date and time; I responded to an injury accident at the location of 1091 N. 21st St. involving two units. Upon arrival; both units remained on scene. Unit #1 was traveling eastbound through the parking lot of 1091 N. 21st St. Unit #1 failed to yield to traffic while entering the roadway. Unit #1 struck unit #2 on the passenger side as unit #2 was traveling southbound on N. 21st St. The driver of unit #1 advised he does not have insurance for the vehicle. EMS arrived on scene to render first aid to the passenger of unit #2. The injuries were treated on scene by EMS. The driver of unit #1 was issued a handwritten citation for 4511.43 Right of Way Rule At Through Highways. Respectfully submitted; Officer Brandon M. Shepherd #3267,7/11/2020 17:01,7/11/2020 17:03,7/11/2020 17:07,Dry,0,0,False,False,False,False
54,Property Damage Only,1,1,7/3/2020 18:23,40.06092,-82.44171999999999,State Route,16,,,,Not Collision Between Two Vehicles in Transport,Clear,Daylight,Unit #1 was traveling WB on SR 16. UInit #1 stated she had a seizure and struck the gaurd rail; then struck the concrete median. Unit #1 is at fault.,7/3/2020 18:23,7/3/2020 18:23,7/3/2020 18:33,Dry,0,0,False,False,False,False
55,Minor Injury Suspected,2,1,7/12/2020 19:15,40.08652,-82.42736,,,North,21,Street,Sideswipe; opposite direction,Clear,Daylight,Unit 1 was traveling west bound on Deo Dr when he attempted to make a left hand turn onto 21st heading southbound and struck unit 2 in the front driver side. A rear passenger was transported from unit 2 with minor injuries. ,7/12/2020 19:15,7/12/2020 19:15,7/12/2020 19:18,Dry,0,0,False,False,False,False
56,Property Damage Only,2,1,7/12/2020 9:16,40.0587,-82.4189,Interstate Route (Turnpike is also IR),79,,,,Rear-end,Clear,Daylight,On 07/12/2020 Unit #1 struck Unit #2 in the rear on the 79 N on ramp to 16 E and then fled the scene. Unit #2 was unable to identify Unit #1 before he fled the scene. Unit #2 was not injured and suffered minor property damage to the vehicle.,7/12/2020 9:16,7/12/2020 9:20,7/12/2020 9:22,Dry,0,0,False,False,True,False
57,Property Damage Only,1,1,7/13/2020 11:04,40.0424,-82.3946,,,South,2nd,Street,Not Collision Between Two Vehicles in Transport,Clear,Dark - Lighted Roadway,Unit #1 was operating northbound on  S 2nd St approaching 611 S. 2nd St.  Unit #1 crossed over the center line and ran off the left sde of the road.  At 611 S 2nd St Unit #1 struck a mailbox and a utility pole.  Unit #1 cnitnued northbound and entered back onto the roadway before a tire fell off of the vehicle.  The vehicle and driver were located at a nearby school.  A gouge from the crash scene led all the way to where Unit #1 was parked.      The mailbox at 611 S. 2nd St is owned by James Kraner 740-281-4776. ,7/13/2020 11:04,7/13/2020 11:04,7/13/2020 11:06,Dry,0,0,False,True,False,False
58,Property Damage Only,2,2,7/15/2020 11:21,40.047534000000006,-82.447529,,,West,Main,Street,Angle,Clear,Daylight,On 07-15-2020; Unit 1 was driving westbound in the far lane on W.Main St when Unit 2 who was pulling out of his apartment building on W.Main St failed to yield to oncoming traffic striking Unit 1. Once Unit 2 struck Unit 1 it continued to travel Southbound onto 34th St where it struck a telephone pole snapping in half and deploying the air bags. Unit 1 and Unit 2 both had disabling damage. Unit 1 was towed by M & P towing and Unit 2 was towed by Midland towing. There were no injuries. Unit 2 was cited for Right of way at highway from any other place 4511.44.,7/15/2020 11:21,7/15/2020 11:21,7/15/2020 11:21,Dry,0,0,False,False,False,True
59,Property Damage Only,2,99,7/15/2020 16:20,40.083852,-82.427699,,,North,21ST,Street,Sideswipe; opposite direction,Clear,Daylight,Unit 1 was southbound on N. 21st Street driving through the intersection at Log Pond Drive. Unit 2 was northbound; and was reportedly stopped in traffic; second vehicle back; in the left turn lane around the stop bar. Unit 2 also had the extenable towing rearview mirrors; with them pulled in since he was not towing anything. Driver of Unit 2 was certain that he; to include his mirrors; were within the marked lane. Unit 1 was traveling through the intersection; with a couple of vehicles ahead of him; re-entering a marked lane. Unit 1 was accusing Unit 2 of hitting and damaging the mirror of Unit 1; and demanded that Unit 2 pay for it. The exterior cover of Unit1's mirror was not cracked or damaged in any way; however; the mirror itself was dislodged and cracked. It was unable to be reseated and stay within the black covering. Two light marks were left on the plastic case; approximately four inches in from the outer edge. Unit 2's mirror covering has two plastic lights  near its outer edge. On the exterior bend of these two lights are faint scratches or scuffs; but no damage occurred to Unit 2's lights or mirror. Both units had cleared the roadway; and parked in the Walmart lot. This officer is unable to determine accurately which unit was definitely at fault. It is my belief that Unit 1 would more likely be at fault since Unit 2 was stopped in traffic; and Unit 1 was in motion.,7/15/2020 16:27,7/15/2020 17:00,7/15/2020 17:20,Dry,0,0,False,False,False,False
60,Property Damage Only,3,1,7/15/2020 17:41,40.056715999999994,-82.441024,,,North,30th,Street,Rear-end,Clear,Daylight,Unit 01 was traveling SB when it followed too closely and struck Unit 02 in the rear. Unit 02 was stopped in traffic and then struck Unit 03 due to being struck by Unit 01. Unit 03 was also stopped in traffic. Unit 01 suffered functional damage; and reported no injuries. Unit 02 suffered disabling damage and reported no injuries. Unit 03 suffered minor damage and reported no injuries.,7/15/2020 17:41,7/15/2020 17:42,7/15/2020 17:52,Dry,0,0,False,False,False,True
61,Property Damage Only,1,1,7/15/2020 14:02,40.063796999999994,-82.394818,,,,PLEASANT ,Street,Not Collision Between Two Vehicles in Transport,Clear,Daylight,A vehicle backed into a telephone pole and ripped wires out of the listed addresses (Pleasant St and 6 Pleasant St). The vehicle fled a witness was able to get a license plate number. There was no damage to the telephone pole; but damage to the two residence. I was unable to make contact with the owner of the vehicle.  ,7/15/2020 14:31,7/15/2020 14:31,7/15/2020 14:40,Dry,0,0,False,False,True,False
62,Property Damage Only,2,1,7/16/2020 17:19,40.069476,-82.41050600000001,State Route,13,,,,Rear-end,Clear,Daylight,Unit 01 was traveling SB when it followed too closely causing it to strike Unit 02 which was slowing/stopping in traffic. Unit 01 suffered disabling damage; and reported no injuries. Unit 02 suffered minor damage; and reported no injuries.,7/16/2020 17:19,7/16/2020 17:22,7/16/2020 17:26,Dry,0,0,False,False,False,False
63,Property Damage Only,2,1,7/16/2020 13:49,40.056437,-82.40193000000001,,,South,3,Street,Angle,Cloudy,Daylight,Unit #1 was westbound on Market St.  and did not obey a traffic control device (stop sign) and struck unit #2 who was southbound on S 3rd St. No injuries. ,7/16/2020 13:49,7/16/2020 13:50,7/16/2020 14:04,Dry,0,0,False,False,False,True
64,Property Damage Only,2,1,7/17/2020 2:10,40.075583,-82.413023,,,,Evans,Street,Rear-end,Clear,Dark - Roadway Not Lighted,Unit 02 was legally parked in front of 665 Evans St and was facing south. Unit 01 was s/b on Evans St when it struck the rear of unit 02. Unit 01 then fled the scene without attempting to report the crash or contact the owner of unit 02. A Witness described unit 01 as a fairly new; white Kia sedan.,7/17/2020 2:15,7/17/2020 2:18,7/17/2020 2:25,Dry,0,0,False,False,False,False
65,Property Damage Only,1,1,7/17/2020 11:51,40.060682,-82.388026,State Route,16,,,,Not Collision Between Two Vehicles in Transport,Clear,Daylight,Unit #1 was eastbound on SR 16 and lost control in an unknown fasion then struck the gaurdrail on the south side of the off ramp to SR 79 (Cedar St.)  The driver fled the scene and was not located.,7/17/2020 11:51,7/17/2020 11:52,7/17/2020 11:58,Dry,0,0,False,False,False,False
67,Minor Injury Suspected,2,2,7/18/2020 15:07,40.055386,-82.401403,,,South,3rd,Street,Angle,Clear,Daylight,Unit 1 was travelling north bound on S. 3rd Street. Unit 2 was travelling eastbound on Walnut St. Unit 2 failed to yield at the stop sign located on Walnut St. and struck Unit 1. Unit 1 had the right of way. Minor injuries were sustained my Unit 1 driver sustained minor injuries and was treated on scene by Newark Fire. Unit 2 driver was issued a citation for failure to yield. ,7/18/2020 15:07,7/18/2020 15:11,7/18/2020 15:15,Dry,0,0,False,False,False,False
68,Property Damage Only,2,1,7/18/2020 17:20,40.075705,-82.449894,,,,Country Club,Drive,Angle,Clear,Daylight,On the listed date and time; I was dispatched to a non-injury accident at the location of Country Club Dr. and Sharon Valley Rd. Upon arrival; I spoke with the owner/operator of unit #1; who was identified as Chantelle Mathews. Chantelle stated she was at the stop sign facing northbound on Country club Dr. in an attempt to turn westbound on Sharon Valley Rd. Chantelle stated she did not see the vehicle approaching from the east on Sharon Valley Rd. as she entered the intersection. Unit #1 struck unit #2 on the drivers side; causing damage to the driver's door. Unit #1 had minor front end damage. Chantelle was unable to provide proof of insurance. Chantelle was also found to be suspended for non-compliance. Unit #1 was found at fault for the accident and was issued a citation for Right-Of-Way at through highways 4511.43 and Driving under suspension 4510.11. Respectfully submitted; Officer Brandon M. Shepherd #3267,7/18/2020 17:20,7/18/2020 17:38,7/18/2020 17:44,Dry,0,0,False,False,False,False
69,Property Damage Only,2,1,7/19/2020 6:50,40.057738,-82.415648,,,North,10th,Street,Sideswipe; same direction,Clear,Dawn/Dusk,Unit 2 stated that a dark colored small truck side swiped her parked vehicle.  Unit 2 did not have any further information on the hit/sklip vehicle.  There was damage all the way down Unit 2's passenger side.  ,7/19/2020 6:50,7/19/2020 8:50,7/19/2020 8:57,Dry,0,0,False,False,False,False
70,Property Damage Only,2,2,7/20/2020 18:26,40.072669,-82.42866,,,North,21st ,Street,Angle,Clear,Daylight,On listed date and time Unit 1 was traveling North bound on 21st Street passing Jefferson Rd. Unit 2 was traveling South bound on 21st Street. Unit 2 attempted to turn into the Duke Station; just to the North of Jefferson Road. During this time Unit 2 did not see Unit 1 traveling North bound. Unit 2 struck Unit 1 in the front right corner. Both drivers did not need medical attention and both vehicles were able to driver away from the scene. Unit 2 was cited for failure to yeild while turning left.,7/20/2020 18:26,7/20/2020 18:27,7/20/2020 18:34,Dry,0,0,False,False,False,False
71,Property Damage Only,2,2,7/20/2020 17:05,40.083847,-82.427637,,,North,21ST,Street,Angle,Clear,Daylight,Unit 1 was southbound on N 21st Street; at the intersecton of Log Pond Drive;  in the left turn lane with a green left turn signal. Unit 1 started to initiate his left turn. Unit 2 was traveling northbound on N 21st Street; in the left straight lane. Driver of Unit 2 admittedly had failed to stop as he should for a red traffic signal. Unit 2 entered the intersection; and was unable to effectively brake to stop without striking Unit 1. Unit 1 did strike Unit 2; with contact occuring to each of the vehicles at the left front corners. Both units were able to move out of the main traveled roadway on to Log Pond Drive; on the east side. Driver of Unit 1 was found to be under suspension; and was cited for the violation. Had he not been operating the vehicle; it is unlikely that he would have been involved in the crash. Additionally; the owner of Unit 1; admittedly purchased this vehicle approximately two weeks prior; and has not made any attempt to transfer the title of the vehicle; and is continuing to operate the vehicle on the license plates of the alleged previous owner.,7/20/2020 17:12,7/20/2020 17:32,7/20/2020 17:57,Dry,0,0,False,False,False,True
72,Property Damage Only,2,2,7/20/2020 17:50,40.083847,-82.427637,,,North,21ST,Street,Rear-end,Clear,Daylight,Unit 1 was stopped in the first positon of the left-hand northbound lane of N 21st Street. Unit 2 was reportedly witnessed as driving quickly and forcing his vehicle in to the left hand lane; from the right lane. Unit 2 repportedly had to quickly apply braking action; which was not enough to effectively stop; before striking the rear of Unit 1.,7/20/2020 17:57,7/20/2020 17:57,7/20/2020 19:26,Dry,0,0,False,False,False,False
74,Property Damage Only,1,1,7/21/2020 6:49,40.066651,-82.440049,,,,Granville ,Road,Not Collision Between Two Vehicles in Transport,Cloudy,Daylight,Unit 1 was westbound on Granville Rd in the area of 935 Granville Rd. Unit 1 lost control and went off the road right; striking the gaurdrail on the bridge.,7/21/2020 6:49,7/21/2020 6:49,7/21/2020 7:00,Dry,0,0,False,False,True,True
75,Property Damage Only,2,2,7/21/2020 20:10,40.086247,-82.426961,,,,Deo,Drive,Rear-end,Rain,Daylight,Units 1 and 2 were westbound on Deo Dr. Unit 1 was stopped at the red light. Unit 2 was approaching the light. Driver of Unit 2 attempted to stop but the brakes on his vehicle failed and he struck the back of Unit. Driver of Unit 2 was issued a citation. ,7/21/2020 20:10,7/21/2020 20:12,7/21/2020 20:18,Wet,0,0,False,False,False,False
